,Unnamed: 0,name,x1,x2,y1,y2,classname,newFilename
2983,2994,6028.jpg,595,298,653,381,face_no_mask,5956028.jpg
5719,647,00703_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00703_Mask_Mouth_Chin.jpg
5990,918,00990_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00990_Mask_Mouth_Chin.jpg
1101,1106,3303.png,281,175,323,225,face_with_mask,2813303.png
5776,704,00766_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00766_Mask_Mouth_Chin.jpg
6369,1297,01392_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01392_Mask_Nose_Mouth.jpg
6003,931,01004_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01004_Mask_Mouth_Chin.jpg
278,278,2157.png,7,3,413,386,face_other_covering,72157.png
3459,3474,2686.png,150,26,362,258,face_with_mask,1502686.png
4620,4636,4027.png,296,270,368,354,face_with_mask,2964027.png
796,801,2893.png,64,6,747,511,face_with_mask,642893.png
6708,1636,01746_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01746_Mask_Mouth_Chin.jpg
6354,1282,01373_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01373_Mask_Mouth_Chin.jpg
3527,3542,4252.png,237,63,272,99,face_with_mask,2374252.png
6861,1789,01903_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01903_Mask_Mouth_Chin.jpg
4026,4042,3569.png,294,69,419,213,face_other_covering,2943569.png
3760,3776,4728.png,540,153,582,206,face_with_mask,5404728.png
2434,2445,2829.png,163,47,308,247,face_with_mask,1632829.png
2580,2591,5049.jpg,391,108,667,504,face_with_mask,3915049.jpg
1866,1874,2935.png,538,46,566,93,face_no_mask,5382935.png
1259,1264,4356.png,599,201,647,269,face_with_mask,5994356.png
2449,2460,3811.png,431,212,468,273,face_with_mask,4313811.png
3017,3029,2335.png,229,29,423,339,face_with_mask,2292335.png
2819,2830,4141.png,978,115,1010,168,face_no_mask,9784141.png
2906,2917,3466.png,464,124,611,304,face_with_mask,4643466.png
1924,1933,3860.png,302,102,397,216,face_no_mask,3023860.png
4848,4865,3673.png,119,26,389,379,face_with_mask,1193673.png
5060,5077,3461.png,614,78,737,250,face_with_mask,6143461.png
3947,3963,4171.png,3,61,42,144,face_with_mask_incorrect,34171.png
6823,1751,01864_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01864_Mask_Mouth_Chin.jpg
5004,5021,4666.png,54,418,86,459,face_no_mask,544666.png
5239,167,00185_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00185_Mask_Mouth_Chin.jpg
2614,2625,2497.png,773,108,928,313,face_with_mask,7732497.png
1786,1794,3006.png,233,195,476,502,face_with_mask,2333006.png
1677,1684,3362.png,534,97,621,201,face_with_mask,5343362.png
4584,4600,2533.png,130,34,541,572,face_with_mask,1302533.png
2100,2111,4005.png,14,59,342,432,face_with_mask,144005.png
2790,2801,1849.jpg,435,58,544,195,face_with_mask,4351849.jpg
5772,700,00761_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00761_Mask_Mouth_Chin.jpg
1933,1942,5432.jpg,238,73,445,350,face_other_covering,2385432.jpg
6386,1314,01411_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01411_Mask_Chin.jpg
2863,2874,5464.jpg,527,2,1303,911,face_with_mask,5275464.jpg
2839,2850,5058.jpg,342,5,1018,1019,face_other_covering,3425058.jpg
1783,1791,3478.png,148,151,200,208,face_with_mask,1483478.png
564,566,3997.png,96,28,403,353,face_with_mask,963997.png
1157,1162,2592.png,4,0,835,625,face_with_mask,42592.png
2550,2561,3730.png,430,6,657,271,face_with_mask,4303730.png
384,385,3841.png,605,6,648,64,face_no_mask,6053841.png
2788,2799,3679.png,50,119,369,528,face_other_covering,503679.png
6421,1349,01448_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01448_Mask_Mouth_Chin.jpg
5887,815,00880_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00880_Mask_Mouth_Chin.jpg
6908,1836,01952_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01952_Mask_Nose_Mouth.jpg
6249,1177,01265_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01265_Mask_Mouth_Chin.jpg
4720,4737,4256.png,99,0,380,373,face_other_covering,994256.png
5394,322,00353_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00353_Mask_Mouth_Chin.jpg
5282,210,00232_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00232_Mask_Nose_Mouth.jpg
268,268,3334.png,2,0,72,110,face_no_mask,23334.png
2176,2187,4671.png,556,35,691,181,face_other_covering,5564671.png
4091,4107,2351.png,207,185,318,298,face_with_mask,2072351.png
5431,359,00394_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00394_Mask_Mouth_Chin.jpg
766,771,5410.jpg,225,235,598,835,face_other_covering,2255410.jpg
5100,28,00031_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00031_Mask_Mouth_Chin.jpg
2591,2602,2494.png,21,207,134,335,face_with_mask,212494.png
5854,782,00844_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00844_Mask_Mouth_Chin.jpg
1042,1047,5275.jpg,425,0,733,405,face_no_mask,4255275.jpg
1020,1025,5360.jpg,205,322,532,640,face_other_covering,2055360.jpg
5430,358,00393_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00393_Mask_Mouth_Chin.jpg
6356,1284,01376_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01376_Mask_Mouth_Chin.jpg
201,201,3811.png,60,152,106,210,face_with_mask,603811.png
6075,1003,01081_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01081_Mask_Mouth_Chin.jpg
6663,1591,01698_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01698_Mask_Chin.jpg
1515,1521,3114.png,164,6,506,459,face_other_covering,1643114.png
215,215,3273.png,477,86,633,244,face_other_covering,4773273.png
5188,116,00131_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00131_Mask_Mouth_Chin.jpg
1529,1535,1998.jpg,622,0,2915,2411,face_other_covering,6221998.jpg
2432,2443,3738.png,121,240,280,482,face_with_mask,1213738.png
5893,821,00886_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00886_Mask_Mouth_Chin.jpg
2304,2315,3350.png,454,7,559,149,face_with_mask,4543350.png
5388,316,00347_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00347_Mask_Mouth_Chin.jpg
3105,3117,3428.png,29,187,324,572,face_with_mask,293428.png
5558,486,00533_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00533_Mask_Mouth_Chin.jpg
3616,3632,4117.png,295,109,466,371,face_other_covering,2954117.png
2336,2347,1805.jpg,728,180,853,336,face_with_mask,7281805.jpg
5948,876,00945_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00945_Mask_Mouth_Chin.jpg
6948,1876,01993_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01993_Mask_Mouth_Chin.jpg
6901,1829,01945_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01945_Mask_Mouth_Chin.jpg
4214,4230,3596.png,261,33,353,165,face_other_covering,2613596.png
2426,2437,3085.png,359,5,497,170,face_no_mask,3593085.png
6755,1683,01794_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01794_Mask_Mouth_Chin.jpg
4748,4765,2758.png,232,7,437,228,face_other_covering,2322758.png
5385,313,00344_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00344_Mask_Mouth_Chin.jpg
4878,4895,6041.jpg,452,77,558,199,face_other_covering,4526041.jpg
3323,3336,4026.png,127,41,218,180,face_other_covering,1274026.png
2184,2195,2143.jpg,257,74,728,623,face_with_mask,2572143.jpg
2404,2415,2334.png,63,241,299,581,face_with_mask,632334.png
864,869,4662.png,270,151,477,449,face_with_mask_incorrect,2704662.png
2151,2162,2901.png,100,9,446,472,face_with_mask,1002901.png
1343,1348,3649.png,444,14,575,207,face_with_mask,4443649.png
1096,1101,5339.jpg,341,127,414,207,face_other_covering,3415339.jpg
1708,1715,4115.png,570,87,734,315,face_with_mask,5704115.png
45,45,5298.jpg,300,9,412,160,face_no_mask,3005298.jpg
748,753,6226.jpg,603,120,793,352,face_no_mask,6036226.jpg
5874,802,00866_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00866_Mask_Chin.jpg
783,788,4044.png,586,116,731,307,face_with_mask,5864044.png
3628,3644,6286.jpg,715,201,798,318,face_no_mask,7156286.jpg
6212,1140,01227_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01227_Mask_Mouth_Chin.jpg
3534,3549,3242.png,111,2,308,224,face_with_mask_incorrect,1113242.png
5405,333,00365_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00365_Mask_Chin.jpg
282,282,5717.jpg,418,35,1140,694,face_other_covering,4185717.jpg
6763,1691,01802_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01802_Mask_Chin.jpg
204,204,5639.jpg,209,36,374,280,face_other_covering,2095639.jpg
2323,2334,4674.png,9,184,146,380,face_with_mask,94674.png
2481,2492,4811.png,672,435,727,513,face_with_mask,6724811.png
5895,823,00888_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00888_Mask_Nose_Mouth.jpg
6321,1249,01339_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01339_Mask_Mouth_Chin.jpg
3779,3795,2670.png,303,111,338,245,face_with_mask,3032670.png
1778,1786,5011.jpg,501,101,591,227,face_with_mask,5015011.jpg
20,20,5364.jpg,216,34,425,384,face_other_covering,2165364.jpg
521,523,3644.png,1,62,53,165,face_with_mask,13644.png
1310,1315,5331.jpg,418,183,636,433,face_other_covering,4185331.jpg
1949,1958,4240.png,342,196,394,264,face_with_mask,3424240.png
5488,416,00462_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00462_Mask_Chin.jpg
718,723,4617.png,88,45,458,448,face_with_mask,884617.png
3424,3439,5318.jpg,399,143,561,383,face_other_covering,3995318.jpg
3960,3976,4145.png,73,53,160,170,face_with_mask,734145.png
5019,5036,2511.png,448,115,553,196,face_other_covering,4482511.png
3089,3101,2678.png,760,295,805,342,face_no_mask,7602678.png
3212,3224,2296.png,373,15,546,199,face_with_mask,3732296.png
2877,2888,3455.png,145,157,395,471,face_with_mask,1453455.png
4191,4207,6172.jpg,602,2,846,263,face_no_mask,6026172.jpg
6233,1161,01248_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01248_Mask_Mouth_Chin.jpg
447,449,6052.jpg,260,80,345,187,face_no_mask,2606052.jpg
821,826,3538.png,243,10,479,288,face_other_covering,2433538.png
1952,1961,5738.jpg,685,118,842,338,face_other_covering,6855738.jpg
5751,679,00738_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00738_Mask_Mouth_Chin.jpg
5718,646,00702_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00702_Mask_Nose_Mouth.jpg
1828,1836,2016.jpg,0,200,241,516,face_with_mask,02016.jpg
4710,4727,2957.png,140,6,441,413,face_other_covering,1402957.png
4469,4485,3349.png,128,88,291,313,face_with_mask_incorrect,1283349.png
5877,805,00869_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00869_Mask_Mouth_Chin.jpg
4909,4926,2928.png,305,269,346,318,face_no_mask,3052928.png
214,214,6066.jpg,382,52,507,225,face_no_mask,3826066.jpg
4663,4680,6068.jpg,440,166,486,214,face_other_covering,4406068.jpg
2106,2117,6150.jpg,30,118,81,192,face_other_covering,306150.jpg
4719,4736,4106.png,361,167,413,235,face_with_mask,3614106.png
5969,897,00968_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00968_Mask_Mouth_Chin.jpg
2346,2357,5524.jpg,156,95,334,345,face_no_mask,1565524.jpg
5623,551,00599_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00599_Mask_Mouth_Chin.jpg
4869,4886,1976.jpg,778,99,1338,793,face_with_mask,7781976.jpg
1386,1392,2297.png,383,52,582,306,face_with_mask,3832297.png
3644,3660,6024.jpg,540,4,1385,1167,face_no_mask,5406024.jpg
5639,567,00618_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00618_Mask_Mouth_Chin.jpg
2025,2035,5924.jpg,6,350,205,562,face_other_covering,65924.jpg
213,213,2272.png,216,84,592,525,face_other_covering,2162272.png
5216,144,00159_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00159_Mask_Mouth_Chin.jpg
4603,4619,4460.png,422,78,474,133,face_no_mask,4224460.png
1823,1831,5106.jpg,408,2,682,240,face_with_mask,4085106.jpg
4280,4296,2967.png,325,5,484,216,face_no_mask,3252967.png
2646,2657,3492.png,25,92,339,464,face_with_mask,253492.png
5249,177,00197_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00197_Mask_Mouth_Chin.jpg
95,95,3536.png,193,3,468,329,face_with_mask,1933536.png
6703,1631,01741_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01741_Mask_Mouth_Chin.jpg
4298,4314,6413.png,96,94,540,533,face_other_covering,966413.png
3218,3230,4112.png,84,13,586,621,face_with_mask,844112.png
509,511,2016.jpg,1918,321,2109,594,face_with_mask,19182016.jpg
4927,4944,1811.jpg,435,83,583,276,face_no_mask,4351811.jpg
3433,3448,5062.jpg,487,122,538,180,face_with_mask,4875062.jpg
5634,562,00613_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00613_Mask_Mouth_Chin.jpg
1830,1838,4369.png,249,6,501,300,face_with_mask,2494369.png
4398,4414,3229.png,85,26,362,483,face_other_covering,853229.png
99,99,3191.png,210,149,272,228,face_with_mask,2103191.png
4447,4463,4033.png,317,29,589,422,face_with_mask,3174033.png
4977,4994,4216.png,242,35,417,299,face_with_mask,2424216.png
32,32,2510.png,436,135,559,256,face_with_mask,4362510.png
3658,3674,4402.png,353,28,459,167,face_other_covering,3534402.png
6927,1855,01972_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01972_Mask_Mouth_Chin.jpg
2592,2603,2152.jpg,150,40,328,290,face_with_mask,1502152.jpg
4782,4799,4438.png,347,121,724,572,face_other_covering,3474438.png
4435,4451,5322.jpg,259,50,595,550,face_other_covering,2595322.jpg
1410,1416,6007.jpg,529,164,609,273,face_no_mask,5296007.jpg
2319,2330,2617.png,32,186,111,275,face_with_mask,322617.png
3891,3907,5223.jpg,162,309,602,975,face_with_mask,1625223.jpg
6949,1877,01994_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01994_Mask_Mouth_Chin.jpg
6935,1863,01980_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01980_Mask_Mouth_Chin.jpg
2993,3004,3939.png,670,100,704,138,face_no_mask,6703939.png
3010,3021,6286.jpg,715,204,802,318,face_no_mask,7156286.jpg
2995,3006,6041.jpg,173,18,253,129,face_other_covering,1736041.jpg
5825,753,00815_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00815_Mask_Mouth_Chin.jpg
1335,1340,4886.png,119,73,354,389,face_with_mask,1194886.png
2004,2013,5388.jpg,181,6,781,553,face_other_covering,1815388.jpg
3361,3374,1984.jpg,10,2,288,267,face_with_mask,101984.jpg
5140,68,00079_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00079_Mask_Mouth_Chin.jpg
194,194,4823.png,22,203,243,533,face_with_mask,224823.png
785,790,4688.png,385,12,721,432,face_with_mask,3854688.png
5207,135,00150_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00150_Mask_Mouth_Chin.jpg
1902,1911,4943.png,321,97,376,157,face_with_mask,3214943.png
1424,1430,6278.jpg,238,59,368,186,face_no_mask,2386278.jpg
554,556,3489.png,327,26,839,704,face_with_mask_incorrect,3273489.png
3861,3877,2944.png,643,2,917,320,face_with_mask,6432944.png
5347,275,00302_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00302_Mask_Mouth_Chin.jpg
188,188,3811.png,406,277,471,364,face_with_mask,4063811.png
5296,224,00247_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00247_Mask_Mouth_Chin.jpg
5518,446,00493_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00493_Mask_Mouth_Chin.jpg
3514,3529,2112.jpg,79,25,117,81,face_other_covering,792112.jpg
5801,729,00791_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00791_Mask_Mouth_Chin.jpg
6301,1229,01319_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01319_Mask_Mouth_Chin.jpg
6673,1601,01710_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01710_Mask_Nose_Mouth.jpg
2879,2890,2352.png,463,165,598,329,face_with_mask_incorrect,4632352.png
4668,4685,4969.png,28,6,304,357,face_with_mask,284969.png
1139,1144,5571.jpg,471,145,638,380,face_other_covering,4715571.jpg
6738,1666,01777_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01777_Mask_Mouth_Chin.jpg
6072,1000,01077_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01077_Mask_Mouth_Chin.jpg
3823,3839,2308.png,60,52,591,450,face_other_covering,602308.png
3154,3166,2541.png,350,126,589,445,face_with_mask,3502541.png
6557,1485,01587_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01587_Mask_Mouth_Chin.jpg
6783,1711,01823_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01823_Mask_Mouth_Chin.jpg
4902,4919,2813.png,8,286,49,335,face_with_mask,82813.png
4269,4285,5081.jpg,517,41,595,126,face_with_mask,5175081.jpg
5200,128,00143_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00143_Mask_Mouth_Chin.jpg
1810,1818,3598.png,241,4,401,181,face_no_mask,2413598.png
3379,3392,2667.png,316,10,418,98,face_other_covering,3162667.png
25,25,4141.png,159,95,231,182,face_with_mask,1594141.png
2937,2948,4046.png,914,1,971,66,face_with_mask,9144046.png
4345,4361,6310.jpg,416,368,469,428,face_no_mask,4166310.jpg
3409,3423,3934.png,683,87,754,170,face_with_mask,6833934.png
231,231,1886.jpg,1946,77,3876,1678,face_with_mask,19461886.jpg
6785,1713,01825_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01825_Mask_Mouth_Chin.jpg
2552,2563,4018.png,768,29,869,123,face_no_mask,7684018.png
1090,1095,3549.png,1049,188,1090,248,face_with_mask,10493549.png
295,295,3304.png,272,39,396,183,face_other_covering,2723304.png
436,438,4758.png,0,270,56,376,face_with_mask,04758.png
1302,1307,6320.jpg,241,326,371,484,face_no_mask,2416320.jpg
3730,3746,6220.jpg,542,229,616,326,face_other_covering,5426220.jpg
822,827,4533.png,105,74,367,446,face_with_mask,1054533.png
6694,1622,01732_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01732_Mask_Mouth_Chin.jpg
4586,4602,1826.jpg,969,172,1375,631,face_with_mask,9691826.jpg
3302,3315,6196.jpg,127,2,240,103,face_other_covering,1276196.jpg
4683,4700,2685.png,146,214,256,369,face_with_mask,1462685.png
3967,3983,2998.png,248,214,409,428,face_with_mask,2482998.png
4188,4204,4982.png,213,86,363,290,face_with_mask,2134982.png
3360,3373,4016.png,127,15,529,573,face_other_covering,1274016.png
6601,1529,01631_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01631_Mask_Mouth_Chin.jpg
4673,4690,5871.jpg,11,220,155,388,face_other_covering,115871.jpg
4328,4344,2909.png,1,1,461,574,face_with_mask,12909.png
3798,3814,4726.png,263,6,375,148,face_with_mask,2634726.png
3741,3757,4653.png,97,226,156,286,face_no_mask,974653.png
3562,3577,1866.jpg,706,576,2412,2826,face_other_covering,7061866.jpg
5785,713,00775_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00775_Mask_Mouth_Chin.jpg
3351,3364,2717.png,154,45,279,210,face_with_mask,1542717.png
5329,257,00284_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00284_Mask_Mouth_Chin.jpg
1433,1439,3816.png,426,14,551,171,face_with_mask,4263816.png
1985,1994,4689.png,285,3,486,256,face_with_mask,2854689.png
690,694,1874.jpg,688,1667,2113,3113,face_with_mask,6881874.jpg
485,487,4100.png,124,46,434,427,face_other_covering,1244100.png
3467,3482,3504.png,249,182,289,221,face_with_mask,2493504.png
6011,939,01013_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01013_Mask_Mouth_Chin.jpg
3678,3694,2016.jpg,1351,376,1542,605,face_with_mask,13512016.jpg
6687,1615,01725_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01725_Mask_Mouth_Chin.jpg
6590,1518,01620_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01620_Mask_Mouth_Chin.jpg
1673,1680,4847.png,224,175,425,403,face_with_mask_incorrect,2244847.png
6256,1184,01272_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01272_Mask_Chin.jpg
3758,3774,6051.jpg,73,71,138,168,face_no_mask,736051.jpg
5864,792,00856_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00856_Mask_Mouth_Chin.jpg
1430,1436,2404.png,156,239,255,335,face_other_covering,1562404.png
3609,3625,4798.png,189,45,318,214,face_with_mask,1894798.png
6388,1316,01413_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01413_Mask_Mouth_Chin.jpg
3637,3653,3196.png,311,110,333,138,face_with_mask,3113196.png
2032,2042,6282.jpg,633,404,719,472,face_no_mask,6336282.jpg
4890,4907,5581.jpg,441,6,719,361,face_with_mask,4415581.jpg
6806,1734,01847_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01847_Mask_Mouth_Chin.jpg
1557,1563,6116.jpg,410,296,530,450,face_no_mask,4106116.jpg
4816,4833,3693.png,398,4,669,246,face_with_mask,3983693.png
5746,674,00733_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00733_Mask_Nose_Mouth.jpg
1886,1895,2219.png,310,32,423,177,face_with_mask,3102219.png
6825,1753,01866_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01866_Mask_Mouth_Chin.jpg
202,202,1887.jpg,101,5,655,636,face_with_mask,1011887.jpg
1097,1102,2373.png,214,202,235,229,face_no_mask,2142373.png
3195,3207,2359.png,538,215,626,433,face_with_mask,5382359.png
2919,2930,3107.png,230,9,543,411,face_with_mask,2303107.png
4635,4652,6093.jpg,365,6,764,577,face_no_mask,3656093.jpg
5250,178,00198_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00198_Mask_Mouth_Chin.jpg
4394,4410,6108.png,414,23,580,269,face_no_mask,4146108.png
499,501,3524.png,30,181,51,215,face_with_mask,303524.png
34,34,3856.png,740,110,840,255,face_with_mask,7403856.png
5370,298,00326_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00326_Mask_Mouth_Chin.jpg
5090,18,00019_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00019_Mask_Chin.jpg
1502,1508,3612.png,97,230,170,331,face_with_mask,973612.png
4752,4769,5001.jpg,194,0,760,532,face_with_mask_incorrect,1945001.jpg
6787,1715,01827_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01827_Mask_Mouth_Chin.jpg
3855,3871,4951.png,375,26,464,175,face_other_covering,3754951.png
5983,911,00983_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00983_Mask_Mouth_Chin.jpg
2419,2430,3539.png,215,60,498,393,face_other_covering,2153539.png
633,636,2255.png,316,268,475,518,face_with_mask,3162255.png
5738,666,00723_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00723_Mask_Chin.jpg
983,988,2935.png,254,166,298,204,face_no_mask,2542935.png
1224,1229,4215.png,415,158,452,205,face_with_mask,4154215.png
607,609,5500.jpg,436,221,678,483,face_other_covering,4365500.jpg
4530,4546,3592.png,28,0,219,144,face_with_mask,283592.png
5882,810,00874_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00874_Mask_Mouth_Chin.jpg
5252,180,00200_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00200_Mask_Mouth_Chin.jpg
3829,3845,5630.jpg,199,5,485,352,face_no_mask,1995630.jpg
6844,1772,01886_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01886_Mask_Mouth_Chin.jpg
5821,749,00811_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00811_Mask_Mouth_Chin.jpg
3133,3145,5938.jpg,491,121,583,245,face_no_mask,4915938.jpg
6034,962,01039_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01039_Mask_Nose_Mouth.jpg
6195,1123,01210_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01210_Mask_Mouth_Chin.jpg
782,787,5298.jpg,616,50,717,192,face_other_covering,6165298.jpg
813,818,6331.jpg,417,56,559,233,face_no_mask,4176331.jpg
5178,106,00119_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00119_Mask_Nose_Mouth.jpg
1725,1733,3562.png,291,18,518,392,face_other_covering,2913562.png
6534,1462,01563_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01563_Mask_Mouth_Chin.jpg
6013,941,01016_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01016_Mask_Mouth_Chin.jpg
2060,2070,2299.png,158,90,212,142,face_with_mask,1582299.png
6705,1633,01743_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01743_Mask_Mouth_Chin.jpg
2515,2526,5943.jpg,457,4,664,244,face_other_covering,4575943.jpg
1184,1189,5665.jpg,374,5,471,105,face_no_mask,3745665.jpg
2241,2252,2465.png,32,9,450,596,face_with_mask,322465.png
2508,2519,4539.png,251,0,521,407,face_other_covering,2514539.png
689,693,5060.jpg,673,0,759,91,face_no_mask,6735060.jpg
959,964,6259.jpeg,412,111,650,433,face_no_mask,4126259.jpeg
3849,3865,6027.jpg,241,45,446,267,face_no_mask,2416027.jpg
636,639,5521.jpg,146,0,472,363,face_no_mask,1465521.jpg
6027,955,01032_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01032_Mask_Mouth_Chin.jpg
688,692,3581.png,15,40,98,118,face_with_mask,153581.png
389,390,2492.png,349,80,387,126,face_with_mask,3492492.png
4082,4098,2670.png,550,23,651,140,face_with_mask,5502670.png
