,name,x1,x2,y1,y2,classname,face_no_mask,face_other_covering,face_with_mask,face_with_mask_incorrect
11435,3712.png,46,93,253,329,face_with_mask,0,0,1,0
7300,5600.jpg,354,19,844,669,face_no_mask,1,0,0,0
8525,4308.png,298,7,540,367,face_other_covering,0,1,0,1
5297,6057.jpg,299,240,400,366,face_no_mask,1,0,0,0
4254,3820.png,555,248,633,332,face_with_mask,0,0,1,0
10587,4712.png,317,76,538,332,face_with_mask,0,0,1,0
4803,4809.png,209,58,295,166,face_with_mask,0,0,1,0
6566,5329.jpg,109,9,595,729,face_other_covering,0,1,0,1
15235,2546.png,598,305,670,395,face_with_mask,0,0,1,0
12031,2670.png,303,111,338,245,face_with_mask,0,0,1,0
3171,4505.png,8,9,278,399,face_with_mask,0,0,1,0
12748,5181.jpg,711,109,872,290,face_with_mask,0,0,1,0
11765,4086.png,65,167,87,201,face_with_mask,0,0,1,0
3162,3235.png,446,111,509,261,face_with_mask,0,0,1,0
5940,5237.jpg,57,339,190,467,face_other_covering,0,1,0,1
4228,6116.jpg,886,278,1025,432,face_no_mask,1,0,0,0
5134,1939.jpg,407,152,565,321,face_with_mask,0,0,1,0
53,3939.png,88,12,160,114,face_with_mask,0,0,1,0
4236,4331.png,279,48,419,228,face_with_mask,0,0,1,0
13426,2083.jpg,101,100,586,670,face_with_mask,0,0,1,0
5907,2276.png,0,243,288,598,face_no_mask,1,0,0,0
11763,4086.png,223,161,253,199,face_with_mask,0,0,1,0
14849,4368.png,386,67,451,132,face_with_mask,0,0,1,0
2259,5944.jpg,1021,172,1153,304,face_no_mask,1,0,0,0
9126,6417.png,266,76,626,631,face_with_mask,0,0,1,0
3263,4400.png,345,77,459,228,face_with_mask,0,0,1,0
8431,3059.png,121,4,510,445,face_with_mask,0,0,1,0
13901,3252.png,104,112,460,557,face_with_mask,0,0,1,0
9307,4726.png,263,6,375,148,face_with_mask,0,0,1,0
10679,3714.png,267,165,372,329,face_with_mask,0,0,1,0
10894,6400.jpg,436,115,590,339,face_with_mask,0,0,1,0
11504,2958.png,289,5,455,245,face_other_covering,0,1,0,1
4559,3145.png,314,43,657,486,face_other_covering,0,1,0,1
8509,2139.jpg,102,15,213,195,face_other_covering,0,1,0,1
2010,5659.jpg,710,240,926,572,face_no_mask,1,0,0,0
3148,6111.jpg,429,159,926,727,face_no_mask,1,0,0,0
941,5645.jpg,413,477,617,745,face_other_covering,0,1,0,1
12798,5555.jpg,743,147,903,380,face_other_covering,0,1,0,1
3444,6118.jpg,109,18,187,112,face_no_mask,1,0,0,0
3713,1836.jpg,377,4,714,419,face_with_mask,0,0,1,0
1318,2069.jpg,312,223,694,728,face_with_mask,0,0,1,0
7259,4387.png,37,54,447,576,face_with_mask,0,0,1,0
858,5674.jpg,1339,1131,1813,1710,face_no_mask,1,0,0,0
11975,2960.png,12,4,343,395,face_other_covering,0,1,0,1
13713,1824.jpeg,90,78,301,307,face_other_covering,0,1,0,1
642,2143.jpg,2011,430,2124,661,face_with_mask,0,0,1,0
10695,6051.jpg,457,38,524,121,face_no_mask,1,0,0,0
817,6142.jpg,333,157,508,372,face_no_mask,1,0,0,0
3419,2401.png,170,245,367,413,face_with_mask,0,0,1,0
12721,6423.png,154,0,560,504,face_with_mask,0,0,1,0
10393,3818.png,253,299,327,381,face_with_mask,0,0,1,0
2117,3579.png,420,309,495,400,face_with_mask,0,0,1,0
13696,6344.jpg,1064,46,1329,367,face_other_covering,0,1,0,1
10595,2308.png,60,52,591,450,face_other_covering,0,1,0,1
8964,3297.png,309,29,463,212,face_with_mask,0,0,1,0
5104,3476.png,263,315,493,630,face_other_covering,0,1,0,1
9473,3858.png,3,87,91,236,face_with_mask,0,0,1,0
12455,3458.png,261,107,375,274,face_with_mask,0,0,1,0
6854,4837.png,181,31,548,582,face_with_mask,0,0,1,0
7670,5630.jpg,199,5,485,352,face_no_mask,1,0,0,0
13846,6011.jpg,176,107,223,160,face_no_mask,1,0,0,0
11104,5984.jpg,258,5,331,105,face_no_mask,1,0,0,0
11448,5140.jpg,793,5,1576,862,face_other_covering,0,1,0,1
7371,2117.jpg,495,101,1472,1069,face_with_mask,0,0,1,0
1084,5532.jpg,221,131,313,269,face_other_covering,0,1,0,1
5602,1833.jpg,4,0,88,121,face_with_mask,0,0,1,0
2905,5654.jpg,238,211,406,423,face_other_covering,0,1,0,1
11736,2138.jpg,431,61,645,346,face_other_covering,0,1,0,1
796,4696.png,447,61,529,174,face_with_mask,0,0,1,0
666,2269.png,162,21,273,204,face_with_mask,0,0,1,0
10278,4946.png,80,11,687,558,face_with_mask,0,0,1,0
9016,4458.png,264,154,377,290,face_with_mask,0,0,1,0
10941,3549.png,73,152,145,235,face_no_mask,1,0,0,0
8954,3835.png,337,293,482,506,face_with_mask,0,0,1,0
756,5406.jpg,272,196,517,545,face_other_covering,0,1,0,1
555,4296.png,550,96,601,153,face_with_mask,0,0,1,0
8341,5040.jpeg,523,1,737,294,face_with_mask,0,0,1,0
3618,3693.png,0,218,50,299,face_no_mask,1,0,0,0
5174,6380.jpg,133,106,285,307,face_other_covering,0,1,0,1
770,6027.jpg,241,45,446,267,face_no_mask,1,0,0,0
10052,5028.jpg,295,215,514,456,face_with_mask,0,0,1,0
8454,4734.png,154,32,422,388,face_with_mask,0,0,1,0
1061,5513.jpg,2232,567,3864,2699,face_no_mask,1,0,0,0
10314,6379.jpg,225,9,405,266,face_other_covering,0,1,0,1
14290,4431.png,13,8,520,617,face_with_mask,0,0,1,0
4990,4951.png,375,26,464,175,face_other_covering,0,1,0,1
8263,3171.png,119,6,462,395,face_with_mask,0,0,1,0
3789,4601.png,490,0,623,158,face_with_mask,0,0,1,0
2302,1831.jpg,324,215,768,846,face_no_mask,1,0,0,0
5018,5596.jpg,709,120,799,251,face_other_covering,0,1,0,1
1690,2305.png,13,21,230,269,face_other_covering,0,1,0,1
14199,2944.png,643,2,917,320,face_with_mask,0,0,1,0
11423,4808.png,289,137,347,211,face_with_mask,0,0,1,0
13598,2457.png,420,238,473,289,face_with_mask,0,0,1,0
2337,3524.png,184,188,228,240,face_with_mask,0,0,1,0
10403,2355.png,240,102,345,239,face_with_mask,0,0,1,0
13938,5000.jpg,9,5,391,430,face_other_covering,0,1,0,1
6556,5139.jpeg,647,0,752,98,face_no_mask,1,0,0,0
4711,6428.png,407,240,712,683,face_with_mask_incorrect,0,0,0,1
14285,3918.png,147,142,248,253,face_with_mask,0,0,1,0
227,6310.jpg,727,274,779,341,face_no_mask,1,0,0,0
10893,5284.jpg,234,121,435,381,face_no_mask,1,0,0,0
13821,4496.png,273,50,370,193,face_with_mask,0,0,1,0
446,5027.jpg,122,36,225,149,face_no_mask,1,0,0,0
14527,4659.png,137,57,193,137,face_with_mask,0,0,1,0
13882,2879.png,478,271,501,301,face_with_mask,0,0,1,0
7382,1940.jpg,1181,310,1456,657,face_with_mask,0,0,1,0
11483,4467.png,14,208,238,477,face_no_mask,1,0,0,0
9450,3344.png,192,0,599,416,face_with_mask,0,0,1,0
25,3754.png,538,51,692,257,face_with_mask,0,0,1,0
301,6193.jpg,786,154,1092,586,face_no_mask,1,0,0,0
1013,4470.png,84,92,150,190,face_other_covering,0,1,0,1
7845,6301.jpg,394,89,518,274,face_no_mask,1,0,0,0
10019,3434.png,94,61,298,359,face_other_covering,0,1,0,1
7645,4330.png,416,115,479,181,face_with_mask,0,0,1,0
1281,3904.png,503,151,598,303,face_with_mask,0,0,1,0
7874,2026.jpg,61,2,236,203,face_with_mask,0,0,1,0
14254,3567.png,118,153,440,502,face_other_covering,0,1,0,1
812,5664.jpg,3,4,383,439,face_other_covering,0,1,0,1
9242,5172.jpg,379,90,415,140,face_with_mask,0,0,1,0
8854,5109.jpg,496,227,649,403,face_with_mask,0,0,1,0
7047,5223.jpg,162,309,602,975,face_with_mask,0,0,1,0
2482,6101.jpg,292,175,404,329,face_no_mask,1,0,0,0
9790,3400.png,230,5,611,395,face_with_mask,0,0,1,0
14278,3870.png,332,141,360,178,face_with_mask,0,0,1,0
4819,3512.png,320,119,382,219,face_with_mask,0,0,1,0
1529,6091.jpeg,1269,293,3558,2944,face_no_mask,1,0,0,0
2028,1986.jpg,820,30,1480,785,face_with_mask,0,0,1,0
1636,2537.png,974,330,1054,411,face_no_mask,1,0,0,0
2806,3210.png,453,138,581,283,face_other_covering,0,1,0,1
9810,5649.jpg,201,6,447,313,face_other_covering,0,1,0,1
8139,2428.png,324,54,684,579,face_with_mask,0,0,1,0
6739,4826.png,279,107,346,180,face_with_mask,0,0,1,0
1762,3403.png,232,54,358,201,face_other_covering,0,1,0,1
11772,5287.jpg,234,11,438,319,face_no_mask,1,0,0,0
10985,4637.png,137,12,458,463,face_with_mask,0,0,1,0
15332,3734.png,70,47,143,131,face_with_mask,0,0,1,0
6812,5516.jpeg,387,156,1165,1180,face_other_covering,0,1,0,1
9390,3668.png,150,3,510,481,face_with_mask,0,0,1,0
8490,4001.png,147,0,814,492,face_with_mask,0,0,1,0
11308,3468.png,275,122,304,160,face_with_mask,0,0,1,0
5746,2793.png,124,12,504,504,face_with_mask,0,0,1,0
9299,2834.png,556,381,716,611,face_with_mask,0,0,1,0
14057,4716.png,47,7,480,457,face_with_mask,0,0,1,0
2548,6216.jpg,476,123,535,196,face_no_mask,1,0,0,0
3347,2897.png,150,1,639,612,face_with_mask,0,0,1,0
9022,5498.jpg,177,52,566,492,face_other_covering,0,1,0,1
12275,3945.png,335,90,521,287,face_with_mask,0,0,1,0
12457,4687.png,52,58,378,568,face_with_mask,0,0,1,0
8256,3310.png,286,230,517,519,face_with_mask,0,0,1,0
790,5592.jpg,161,45,301,236,face_no_mask,1,0,0,0
2365,4655.png,3,14,128,349,face_with_mask,0,0,1,0
9216,5998.jpg,105,102,203,220,face_no_mask,1,0,0,0
10007,4561.png,208,102,319,244,face_with_mask,0,0,1,0
14244,2532.png,1002,132,1052,184,face_with_mask,0,0,1,0
4947,4682.png,204,121,270,196,face_with_mask,0,0,1,0
12253,3087.png,123,184,272,408,face_other_covering,0,1,0,1
7805,6122.jpg,306,1,1337,1020,face_no_mask,1,0,0,0
14083,5296.jpg,371,64,477,202,face_other_covering,0,1,0,1
12771,5160.jpg,724,134,823,256,face_with_mask,0,0,1,0
9406,5518.jpg,228,65,362,242,face_other_covering,0,1,0,1
13133,4250.png,7,36,45,78,face_with_mask,0,0,1,0
15298,4017.png,298,22,455,238,face_with_mask,0,0,1,0
9634,2936.png,463,219,532,290,face_with_mask,0,0,1,0
3875,2780.png,314,144,387,236,face_with_mask,0,0,1,0
6648,5985.jpg,457,221,528,298,face_other_covering,0,1,0,1
2897,6338.jpg,121,151,223,275,face_other_covering,0,1,0,1
601,2904.png,270,210,311,265,face_with_mask,0,0,1,0
10371,2094.jpg,1489,253,1656,454,face_with_mask,0,0,1,0
962,2980.png,244,56,441,282,face_with_mask,0,0,1,0
10013,5894.jpg,314,33,466,210,face_no_mask,1,0,0,0
2883,4653.png,191,240,256,335,face_with_mask,0,0,1,0
7627,2014.jpg,683,431,968,717,face_with_mask,0,0,1,0
3096,5761.jpg,317,232,430,379,face_no_mask,1,0,0,0
4944,3217.png,132,30,231,157,face_with_mask,0,0,1,0
13922,5319.jpg,316,276,514,557,face_other_covering,0,1,0,1
14075,5092.jpg,480,2,547,82,face_no_mask,1,0,0,0
6048,4171.png,3,61,42,144,face_with_mask_incorrect,0,0,0,1
4306,2441.png,145,237,229,321,face_with_mask,0,0,1,0
2103,2502.png,430,85,581,242,face_with_mask,0,0,1,0
1487,4779.png,200,90,254,169,face_with_mask,0,0,1,0
7249,2899.png,108,96,378,478,face_with_mask,0,0,1,0
721,5785.jpg,332,185,530,469,face_no_mask,1,0,0,0
2676,2583.png,277,70,576,468,face_other_covering,0,1,0,1
9109,4450.png,58,218,340,575,face_with_mask,0,0,1,0
9069,3829.png,279,144,465,379,face_with_mask,0,0,1,0
4006,3841.png,1,3,93,152,face_no_mask,1,0,0,0
2121,5193.jpg,3460,33,4737,1798,face_with_mask,0,0,1,0
11081,3291.png,39,79,379,468,face_other_covering,0,1,0,1
13765,4665.png,333,55,387,136,face_with_mask,0,0,1,0
2839,4145.png,73,53,160,170,face_with_mask,0,0,1,0
4244,3972.png,438,198,510,296,face_with_mask,0,0,1,0
7282,2606.png,271,83,437,353,face_with_mask,0,0,1,0
871,2352.png,231,164,414,446,face_with_mask,0,0,1,0
2491,3919.png,172,4,587,588,face_with_mask,0,0,1,0
8074,3326.png,30,152,95,233,face_no_mask,1,0,0,0
8252,4710.png,500,93,681,313,face_with_mask,0,0,1,0
4562,2998.png,248,214,409,428,face_with_mask,0,0,1,0
12318,2357.png,193,58,438,344,face_with_mask,0,0,1,0
222,6310.jpg,266,388,361,516,face_no_mask,1,0,0,0
313,5310.jpg,350,24,486,194,face_no_mask,1,0,0,0
4926,4570.png,478,18,620,202,face_with_mask,0,0,1,0
2196,4365.png,1,122,110,299,face_with_mask,0,0,1,0
6802,2229.png,538,63,584,126,face_with_mask,0,0,1,0
5365,3413.png,623,218,648,291,face_with_mask,0,0,1,0
11900,5232.jpg,156,98,373,328,face_with_mask,0,0,1,0
11597,6188.jpg,288,69,412,224,face_no_mask,1,0,0,0
6256,6194.jpg,342,129,502,313,face_other_covering,0,1,0,1
3755,4297.png,325,90,363,147,face_with_mask,0,0,1,0
8338,4335.png,291,6,497,309,face_with_mask,0,0,1,0
1409,4229.png,91,0,345,377,face_with_mask,0,0,1,0
13509,4512.png,50,1,310,370,face_with_mask,0,0,1,0
12682,3634.png,224,48,316,163,face_other_covering,0,1,0,1
4205,5740.jpg,355,88,411,146,face_with_mask_incorrect,0,0,0,1
8167,4187.png,47,43,205,247,face_with_mask,0,0,1,0
14925,4116.png,648,74,726,183,face_other_covering,0,1,0,1
7955,5097.jpg,185,46,298,165,face_with_mask,0,0,1,0
2108,5920.jpeg,476,180,1003,861,face_other_covering,0,1,0,1
6442,3642.png,69,191,275,455,face_with_mask,0,0,1,0
6989,3182.png,146,127,587,605,face_with_mask,0,0,1,0
14061,3172.png,279,194,354,277,face_other_covering,0,1,0,1
15043,4006.png,301,1,607,310,face_with_mask,0,0,1,0
4901,3862.png,558,159,657,287,face_with_mask,0,0,1,0
9243,5172.jpg,122,117,173,177,face_with_mask,0,0,1,0
14098,3303.png,393,186,444,252,face_with_mask,0,0,1,0
652,3635.png,931,187,1069,370,face_with_mask,0,0,1,0
510,2162.png,172,15,392,329,face_with_mask,0,0,1,0
7622,5730.jpg,24,36,71,96,face_other_covering,0,1,0,1
625,3319.png,5,3,433,496,face_with_mask,0,0,1,0
2988,4976.png,259,52,389,186,face_with_mask,0,0,1,0
4773,6302.jpg,375,171,481,302,face_no_mask,1,0,0,0
710,4177.png,543,19,685,190,face_with_mask,0,0,1,0
7089,5151.jpg,306,123,340,164,face_with_mask,0,0,1,0
11569,3026.png,129,37,419,375,face_other_covering,0,1,0,1
14987,4156.png,87,14,367,460,face_with_mask,0,0,1,0
10996,3470.png,294,27,406,166,face_with_mask,0,0,1,0
9686,4693.png,238,0,707,490,face_with_mask,0,0,1,0
7662,3471.png,198,138,269,225,face_with_mask,0,0,1,0
5997,5512.jpg,739,0,1000,379,face_other_covering,0,1,0,1
3405,2970.png,558,26,727,270,face_with_mask,0,0,1,0
6340,4422.png,354,43,624,399,face_with_mask,0,0,1,0
12526,3080.png,232,116,300,209,face_with_mask,0,0,1,0
9497,6019.png,746,97,1158,612,face_no_mask,1,0,0,0
7603,5573.jpg,128,32,190,115,face_no_mask,1,0,0,0
1187,4114.png,69,5,353,264,face_with_mask,0,0,1,0
11420,2940.png,147,53,244,181,face_with_mask,0,0,1,0
5262,4025.png,257,20,307,83,face_with_mask,0,0,1,0
8102,2949.png,512,96,600,192,face_with_mask,0,0,1,0
4284,3416.png,265,98,391,232,face_with_mask,0,0,1,0
2763,3555.png,136,45,498,512,face_with_mask,0,0,1,0
11220,4284.png,3,159,257,601,face_with_mask,0,0,1,0
1792,4491.png,408,109,503,238,face_with_mask,0,0,1,0
1442,4613.png,156,105,275,260,face_with_mask,0,0,1,0
1797,2418.png,225,5,481,312,face_with_mask,0,0,1,0
14656,5186.jpg,597,6,4764,3987,face_with_mask,0,0,1,0
5585,4499.png,374,92,415,143,face_with_mask,0,0,1,0
12658,3569.png,294,69,419,213,face_other_covering,0,1,0,1
7687,4782.png,257,81,439,238,face_other_covering,0,1,0,1
6295,3790.png,332,161,405,235,face_with_mask,0,0,1,0
13447,3721.png,48,1,341,364,face_with_mask,0,0,1,0
8257,3310.png,68,231,282,550,face_with_mask,0,0,1,0
5823,2288.png,257,70,368,209,face_with_mask,0,0,1,0
13806,2657.png,195,55,471,376,face_with_mask,0,0,1,0
5542,3715.png,14,1,619,379,face_with_mask,0,0,1,0
14744,2979.png,95,106,423,528,face_with_mask,0,0,1,0
1070,4214.png,379,20,525,197,face_with_mask,0,0,1,0
6588,1914.jpg,186,22,255,96,face_with_mask,0,0,1,0
3841,4249.png,303,453,419,576,face_with_mask,0,0,1,0
15261,3740.png,156,114,217,186,face_with_mask,0,0,1,0
4630,6228.jpg,282,106,304,137,face_no_mask,1,0,0,0
4361,5824.jpg,613,82,773,346,face_no_mask,1,0,0,0
8374,2015.jpg,2776,408,3346,1174,face_with_mask,0,0,1,0
3478,3430.png,447,272,465,300,face_no_mask,1,0,0,0
4747,5582.jpg,7,111,993,1179,face_with_mask,0,0,1,0
8654,5104.jpg,2,142,93,244,face_no_mask,1,0,0,0
11773,5841.jpg,372,119,564,379,face_no_mask,1,0,0,0
11892,4956.png,11,2,435,590,face_other_covering,0,1,0,1
5259,5969.jpg,274,6,401,151,face_other_covering,0,1,0,1
5241,3401.png,195,6,681,499,face_with_mask,0,0,1,0
7685,4881.png,147,9,579,582,face_with_mask,0,0,1,0
11052,1993.jpg,1162,13,1386,281,face_with_mask,0,0,1,0
1248,3895.png,403,178,439,222,face_with_mask,0,0,1,0
9009,1840.jpg,1026,187,1217,388,face_with_mask,0,0,1,0
9740,6126.jpg,606,22,848,335,face_no_mask,1,0,0,0
13940,5941.jpg,445,23,643,256,face_no_mask,1,0,0,0
14343,2682.png,66,100,124,172,face_with_mask,0,0,1,0
8436,5288.jpg,328,160,591,411,face_other_covering,0,1,0,1
8144,2287.png,442,42,503,146,face_no_mask,1,0,0,0
9211,4796.png,288,68,474,295,face_no_mask,1,0,0,0
3729,2084.jpg,758,99,802,150,face_other_covering,0,1,0,1
6220,6133.jpg,464,119,541,193,face_no_mask,1,0,0,0
376,5569.jpg,133,31,341,305,face_no_mask,1,0,0,0
9886,6396.jpg,412,180,769,449,face_other_covering,0,1,0,1
13039,2316.png,227,65,526,488,face_with_mask,0,0,1,0
6359,4484.png,248,10,600,442,face_other_covering,0,1,0,1
4727,4288.png,104,7,514,463,face_with_mask,0,0,1,0
581,4797.png,243,22,422,250,face_other_covering,0,1,0,1
2816,4079.png,19,11,194,200,face_with_mask,0,0,1,0
14690,4874.png,45,7,417,478,face_other_covering,0,1,0,1
10583,5590.jpg,478,171,905,737,face_other_covering,0,1,0,1
9187,2041.jpg,821,639,1045,904,face_no_mask,1,0,0,0
10815,4220.png,464,41,666,302,face_with_mask,0,0,1,0
217,4153.png,290,92,481,322,face_with_mask,0,0,1,0
5942,5237.jpg,853,233,1005,443,face_with_mask,0,0,1,0
7064,4195.png,815,334,851,389,face_no_mask,1,0,0,0
5654,4904.png,9,7,355,461,face_other_covering,0,1,0,1
3182,4445.png,367,141,411,204,face_with_mask,0,0,1,0
7518,6163.jpg,438,27,702,322,face_no_mask,1,0,0,0
7579,2470.png,60,42,614,488,face_with_mask,0,0,1,0
11657,4395.png,29,5,422,582,face_with_mask,0,0,1,0
9376,5229.jpg,276,195,320,249,face_with_mask,0,0,1,0
901,5545.jpg,363,47,551,323,face_no_mask,1,0,0,0
12026,2670.png,550,23,651,140,face_with_mask,0,0,1,0
8449,4390.png,91,10,570,614,face_with_mask,0,0,1,0
7342,2017.jpg,607,125,1195,795,face_other_covering,0,1,0,1
12069,5084.jpeg,990,377,1425,992,face_with_mask,0,0,1,0
1732,6386.jpg,318,42,457,249,face_no_mask,1,0,0,0
15000,3173.png,102,4,476,376,face_with_mask,0,0,1,0
2535,5574.jpg,385,43,502,195,face_no_mask,1,0,0,0
7448,5542.jpg,1467,479,1822,978,face_other_covering,0,1,0,1
4347,3934.png,147,105,200,164,face_no_mask,1,0,0,0
11714,2351.png,207,185,318,298,face_with_mask,0,0,1,0
7903,2690.png,323,4,400,95,face_with_mask,0,0,1,0
14825,1970.jpg,225,150,289,226,face_other_covering,0,1,0,1
1462,5228.jpeg,600,271,872,478,face_with_mask,0,0,1,0
9323,4110.png,205,11,412,294,face_with_mask,0,0,1,0
4054,4376.png,111,51,399,444,face_with_mask,0,0,1,0
7650,1988.jpg,1081,148,1462,608,face_with_mask,0,0,1,0
2911,4605.png,414,28,548,221,face_with_mask,0,0,1,0
14537,1858.jpg,215,168,390,357,face_with_mask_incorrect,0,0,0,1
12640,5801.jpg,8,38,227,301,face_no_mask,1,0,0,0
4141,2421.png,249,122,398,353,face_with_mask,0,0,1,0
13796,4015.png,302,59,361,162,face_with_mask,0,0,1,0
1044,4278.png,275,144,411,315,face_with_mask,0,0,1,0
10309,6215.jpg,653,162,779,322,face_other_covering,0,1,0,1
3335,3424.png,114,122,164,187,face_with_mask_incorrect,0,0,0,1
14448,5523.jpg,290,42,476,277,face_other_covering,0,1,0,1
6384,6223.jpg,765,31,905,181,face_no_mask,1,0,0,0
8194,2950.png,397,94,485,194,face_with_mask,0,0,1,0
6202,4239.png,305,15,711,646,face_with_mask,0,0,1,0
12051,6036.jpg,311,121,437,260,face_no_mask,1,0,0,0
10206,1916.jpg,228,79,308,179,face_with_mask_incorrect,0,0,0,1
1558,3279.png,308,134,551,446,face_with_mask,0,0,1,0
6761,5262.jpg,319,78,560,366,face_with_mask,0,0,1,0
7493,3968.png,830,103,989,305,face_with_mask,0,0,1,0
12574,4629.png,453,203,548,341,face_with_mask,0,0,1,0
13034,3177.png,489,296,522,341,face_other_covering,0,1,0,1
1472,4419.png,82,8,467,425,face_with_mask,0,0,1,0
1773,1912.jpg,506,37,594,125,face_with_mask,0,0,1,0
4309,2478.png,235,60,473,375,face_with_mask,0,0,1,0
13926,6334.jpg,348,11,637,367,face_no_mask,1,0,0,0
12661,3606.png,179,5,447,440,face_other_covering,0,1,0,1
8646,3195.png,788,97,829,195,face_with_mask,0,0,1,0
5065,4291.png,162,161,384,442,face_with_mask,0,0,1,0
5769,6157.jpg,677,163,946,533,face_no_mask,1,0,0,0
851,4789.png,122,6,635,584,face_other_covering,0,1,0,1
5911,2237.png,227,25,475,425,face_other_covering,0,1,0,1
12840,6230.jpeg,227,175,289,265,face_no_mask,1,0,0,0
1531,3964.png,92,49,418,526,face_with_mask,0,0,1,0
1807,2313.png,321,6,491,210,face_no_mask,1,0,0,0
11188,2812.png,81,108,261,360,face_with_mask,0,0,1,0
5496,3717.png,93,3,455,410,face_with_mask,0,0,1,0
4221,5675.jpg,361,46,650,407,face_no_mask,1,0,0,0
13438,6355.jpg,562,98,715,256,face_no_mask,1,0,0,0
4073,4060.png,665,184,733,366,face_other_covering,0,1,0,1
9968,3504.png,132,118,193,198,face_with_mask,0,0,1,0
14908,3587.png,285,83,344,156,face_with_mask,0,0,1,0
3719,2084.jpg,29,74,146,182,face_with_mask,0,0,1,0
5474,4550.png,88,221,114,259,face_other_covering,0,1,0,1
321,6292.jpg,2400,226,2915,899,face_no_mask,1,0,0,0
7941,4106.png,242,115,323,208,face_with_mask,0,0,1,0
3223,5016.jpg,79,20,241,238,face_with_mask,0,0,1,0
8220,5481.jpg,60,165,368,474,face_other_covering,0,1,0,1
13162,4457.png,773,198,830,260,face_with_mask,0,0,1,0
365,4437.png,245,89,443,323,face_with_mask,0,0,1,0
14123,5010.jpg,195,195,259,269,face_with_mask,0,0,1,0
6681,3782.png,431,15,573,192,face_with_mask,0,0,1,0
10905,2340.png,248,122,436,343,face_with_mask,0,0,1,0
7671,5630.jpg,473,4,723,358,face_no_mask,1,0,0,0
176,4019.png,207,123,296,242,face_with_mask,0,0,1,0
8499,1972.jpg,449,195,495,256,face_with_mask,0,0,1,0
7212,5274.jpg,122,14,806,908,face_no_mask,1,0,0,0
13470,2144.jpg,999,161,1159,384,face_with_mask,0,0,1,0
10236,4084.png,182,14,231,77,face_with_mask,0,0,1,0
11284,2359.png,204,106,253,161,face_with_mask,0,0,1,0
12921,2873.png,108,238,209,363,face_with_mask,0,0,1,0
15336,5567.jpg,16,20,428,409,face_other_covering,0,1,0,1
9734,3538.png,622,6,831,277,face_other_covering,0,1,0,1
13551,6433.png,328,39,544,351,face_with_mask_incorrect,0,0,0,1
1673,3370.png,244,113,340,251,face_with_mask,0,0,1,0
6366,2946.png,460,93,523,187,face_with_mask,0,0,1,0
13867,3798.png,65,2,376,416,face_with_mask,0,0,1,0
3328,2290.png,676,122,716,171,face_with_mask,0,0,1,0
10513,3477.png,409,27,524,190,face_with_mask,0,0,1,0
15016,4141.png,480,41,557,136,face_with_mask,0,0,1,0
14755,4435.png,8,7,392,393,face_other_covering,0,1,0,1
22,1987.jpg,764,138,794,169,face_no_mask,1,0,0,0
14687,6108.jpg,620,147,851,446,face_no_mask,1,0,0,0
4132,3018.png,364,139,429,225,face_with_mask,0,0,1,0
8560,4528.png,65,7,372,346,face_with_mask,0,0,1,0
6559,2265.png,144,6,604,599,face_with_mask,0,0,1,0
764,5588.jpg,329,62,593,387,face_other_covering,0,1,0,1
2514,1963.png,139,60,428,426,face_with_mask,0,0,1,0
13870,5934.jpg,617,207,711,330,face_no_mask,1,0,0,0
611,5536.jpg,148,20,195,100,face_no_mask,1,0,0,0
4030,4213.png,202,3,356,121,face_other_covering,0,1,0,1
8212,6209.jpg,70,56,121,117,face_other_covering,0,1,0,1
14752,2054.jpg,672,378,784,503,face_with_mask,0,0,1,0
8784,5704.jpg,962,904,1424,1556,face_with_mask,0,0,1,0
14188,5552.jpg,201,6,627,599,face_no_mask,1,0,0,0
9944,6308.jpg,309,103,421,246,face_no_mask,1,0,0,0
5045,4246.png,208,204,264,274,face_with_mask,0,0,1,0
14789,2125.png,1087,182,1231,376,face_other_covering,0,1,0,1
12997,5182.jpg,222,209,359,378,face_other_covering,0,1,0,1
8805,4575.png,386,118,521,390,face_with_mask_incorrect,0,0,0,1
7427,4010.png,410,150,466,213,face_with_mask,0,0,1,0
10793,3981.png,627,144,705,256,face_with_mask,0,0,1,0
2315,2095.jpg,562,42,699,211,face_other_covering,0,1,0,1
5327,4982.png,213,86,363,290,face_with_mask,0,0,1,0
15082,4998.jpg,421,39,485,127,face_with_mask,0,0,1,0
13261,4517.png,522,112,610,225,face_with_mask,0,0,1,0
7227,6172.jpg,602,2,846,263,face_no_mask,1,0,0,0
2794,3511.png,472,196,529,313,face_with_mask,0,0,1,0
4419,3181.png,4,137,83,276,face_no_mask,1,0,0,0
2197,4365.png,109,53,194,171,face_with_mask_incorrect,0,0,0,1
6888,5940.jpg,718,348,999,671,face_no_mask,1,0,0,0
4611,5185.jpg,516,47,596,200,face_with_mask,0,0,1,0
705,5461.jpeg,198,35,371,285,face_no_mask,1,0,0,0
5162,3052.png,293,11,687,542,face_other_covering,0,1,0,1
1360,5891.jpg,1661,410,1994,915,face_other_covering,0,1,0,1
2627,4866.png,551,116,583,156,face_with_mask,0,0,1,0
8753,3282.png,198,0,542,428,face_with_mask,0,0,1,0
12869,3770.png,95,162,122,194,face_with_mask,0,0,1,0
9297,6242.jpg,388,183,570,440,face_no_mask,1,0,0,0
10042,4354.png,564,17,654,165,face_with_mask,0,0,1,0
2602,2987.png,258,76,502,440,face_with_mask,0,0,1,0
